Campaign_ID,Clicks,Conversions,Platform,Content_Type,Target_Age,Target_Gender,Region,Revenue,Spend,Date,Impressions,CTR,CPC,CPA,ROAS
C5910,1931,1221,YouTube,Image,18-24,Other,Europe,238095,8148.0,2024-06-29,2590,0.7455598455598456,4.219575349559814,6.673218673218673,29.221281296023562
C1744,562,456,Google,Carousel,25-34,Male,South America,74328,6354.4,2024-11-26,5991,0.09380737773326657,11.306761565836299,13.935087719298245,11.69709177892484
C1100,584,464,Instagram,Text,18-24,Male,Europe,18560,8712.0,2025-02-02,2503,0.23332001598082303,14.917808219178083,18.775862068965516,2.130394857667585
C9820,1828,74,Facebook,Carousel,45-54,Other,South America,11100,5876.0,2024-06-26,5281,0.3461465631509184,3.2144420131291027,79.4054054054054,1.8890401633764466
C5653,74,10,LinkedIn,Image,18-24,Other,Europe,1830,2614.5,2024-10-16,7789,0.009500577737835409,35.33108108108108,261.45,0.699942627653471
C9290,1629,32,Facebook,Video,55+,Male,Europe,4672,10374.0,2024-03-09,2840,0.5735915492957746,6.3683241252302025,324.1875,0.45035666088297666
C3953,833,403,YouTube,Carousel,25-34,Male,South America,35867,5270.4,2024-12-06,2552,0.32641065830721006,6.327010804321728,13.077915632754342,6.805365816636309
C8907,112,38,Facebook,Text,45-54,Male,Europe,6954,2551.5,2024-05-05,4552,0.02460456942003515,22.78125,67.14473684210526,2.7254556143445035
C2651,156,44,Google,Carousel,45-54,Female,Africa,3916,7061.6,2024-10-21,4262,0.03660253402158611,45.266666666666666,160.4909090909091,0.5545485442392658
C8979,1138,438,LinkedIn,Video,35-44,Other,South America,68766,5700.0,2024-07-14,5048,0.22543581616481775,5.008787346221441,13.013698630136986,12.06421052631579
C4191,1780,607,YouTube,Video,35-44,Other,North America,20031,9176.2,2024-04-24,3368,0.5285035629453682,5.155168539325843,15.117298187808897,2.1829297530568206
C2210,590,413,Instagram,Carousel,35-44,Male,North America,45430,4742.1,2024-06-27,3342,0.1765409934171155,8.037457627118645,11.482082324455206,9.580143818139643
C7060,1996,1380,Facebook,Image,55+,Female,Asia,117300,3078.9,2024-04-17,8879,0.22480009010023652,1.5425350701402807,2.231086956521739,38.0980220208516
C8093,91,91,Google,Video,55+,Female,Europe,15743,10192.0,2024-10-18,9009,0.010101010101010102,112.0,112.0,1.5446428571428572
C8593,1845,832,Instagram,Video,18-24,Female,Africa,59904,3382.0,2024-08-27,4195,0.4398092967818832,1.8330623306233063,4.064903846153846,17.712596096984033
C8519,1783,1557,Google,Text,18-24,Female,Asia,263133,8536.0,2024-11-14,2673,0.6670407781518892,4.787436904094223,5.482337829158638,30.826265229615746
C6299,1181,682,Google,Carousel,45-54,Female,Europe,130944,3969.0,2024-10-27,7718,0.15301891681782845,3.3607112616426758,5.819648093841642,32.99168556311413
C2684,672,316,Facebook,Text,18-24,Other,Europe,13588,8281.2,2024-07-23,1167,0.5758354755784062,12.323214285714286,26.206329113924053,1.6408250012075543
C4397,889,584,LinkedIn,Carousel,35-44,Female,Africa,60152,3444.1,2024-05-30,2879,0.30878777353247655,3.8741282339707537,5.897431506849315,17.465230394007143
C5998,954,741,YouTube,Video,25-34,Female,Africa,125229,4295.2,2024-04-25,5479,0.17411936484759993,4.50230607966457,5.796491228070175,29.155569007263924
C3731,1824,1172,Google,Text,45-54,Other,Asia,35160,7696.2,2024-08-20,6893,0.26461627738285215,4.219407894736842,6.566723549488055,4.568488344897482
C3867,1184,520,Facebook,Carousel,35-44,Male,Asia,72800,4830.6,2024-04-21,3797,0.3118251250987622,4.079898648648649,9.289615384615386,15.070591644930236
C5096,1816,922,YouTube,Video,45-54,Other,North America,142910,6509.6,2024-04-11,6656,0.27283653846153844,3.584581497797357,7.060303687635575,21.953729875875627
C6811,1834,198,YouTube,Image,25-34,Other,North America,32076,9205.3,2025-01-24,2875,0.6379130434782608,5.019247546346783,46.49141414141414,3.4845143558602114
C6306,1694,355,Instagram,Video,55+,Male,Africa,31240,6150.0,2024-12-21,6045,0.2802315963606286,3.6304604486422667,17.323943661971832,5.079674796747968
C7707,1772,1277,LinkedIn,Text,45-54,Male,Europe,130254,8169.0,2024-07-23,5747,0.308334783365234,4.610045146726862,6.397024275646046,15.944913698127065
C3381,390,184,Google,Image,55+,Male,North America,17296,9692.8,2025-01-04,8552,0.04560336763330215,24.85333333333333,52.678260869565214,1.7844172994387588
C9549,1704,882,LinkedIn,Text,55+,Female,Europe,44982,9210.6,2024-03-03,2683,0.635109951546776,5.405281690140845,10.442857142857143,4.883720930232558
C2492,1377,470,Facebook,Text,18-24,Female,Europe,73320,5462.5,2024-10-17,1380,0.9978260869565218,3.966957153231663,11.622340425531915,13.422425629290618
C7257,1530,1170,LinkedIn,Video,55+,Other,North America,215280,5997.6,2024-04-10,3826,0.3998954521693675,3.9200000000000004,5.126153846153846,35.89435774309724
C7327,781,729,LinkedIn,Carousel,55+,Female,North America,139239,6355.8,2024-04-07,2708,0.28840472673559825,8.138028169014085,8.718518518518518,21.90739167374681
C8365,349,311,Instagram,Video,45-54,Female,Africa,57224,6279.0,2024-09-19,6288,0.055502544529262086,17.991404011461317,20.189710610932476,9.113553113553113
C5953,681,554,LinkedIn,Image,25-34,Male,Asia,76452,9166.5,2024-08-11,5448,0.125,13.460352422907489,16.546028880866427,8.340369824905908
C3081,1475,29,Google,Text,25-34,Male,South America,2668,2405.6,2024-04-04,6438,0.22910841876359117,1.630915254237288,82.95172413793104,1.1090788160957765
C5505,968,637,Instagram,Carousel,55+,Other,Africa,35035,9139.2,2024-10-19,4168,0.23224568138195778,9.441322314049588,14.347252747252748,3.8334865196078427
C2441,305,164,Facebook,Carousel,55+,Other,Europe,5084,9145.5,2024-08-18,2966,0.10283209710047202,29.985245901639345,55.765243902439025,0.5559018096331529
C6314,714,465,Instagram,Video,25-34,Female,Asia,51150,5001.6,2025-01-22,4712,0.15152801358234294,7.005042016806724,10.756129032258066,10.22672744721689
C5834,969,731,LinkedIn,Text,25-34,Male,Africa,116229,4841.2,2024-02-18,4879,0.1986062717770035,4.996078431372549,6.622708618331053,24.00830372634884
C4080,488,327,YouTube,Carousel,25-34,Male,South America,47415,7340.0,2024-06-09,1757,0.27774615822424586,15.040983606557377,22.446483180428135,6.459809264305177
C5468,68,24,Instagram,Image,18-24,Male,North America,2856,7020.0,2024-09-07,9855,0.006900050735667174,103.23529411764706,292.5,0.40683760683760684
C6822,754,536,Instagram,Text,55+,Female,South America,57352,5459.0,2025-01-29,6160,0.1224025974025974,7.240053050397878,10.184701492537313,10.505953471331745
C3521,1616,852,Facebook,Carousel,35-44,Female,Africa,120984,8712.0,2024-10-21,5420,0.2981549815498155,5.391089108910891,10.225352112676056,13.887052341597796
C3725,209,39,YouTube,Text,35-44,Other,Asia,6357,8486.4,2025-02-09,4707,0.04440195453579775,40.60478468899522,217.6,0.7490808823529412
C4257,1846,670,LinkedIn,Video,25-34,Female,Europe,44220,2052.0,2024-09-22,8146,0.2266142892217039,1.1115926327193932,3.062686567164179,21.549707602339183
C2710,1031,933,YouTube,Image,25-34,Other,Europe,34521,5875.2,2024-06-12,5643,0.18270423533581429,5.698545101842871,6.2971061093247584,5.875714869281046
C9247,354,215,LinkedIn,Text,55+,Other,North America,35475,4070.0,2024-07-21,9389,0.03770369581425072,11.497175141242938,18.930232558139537,8.716216216216216
C9280,1395,1376,Facebook,Video,35-44,Other,South America,253184,9004.8,2025-02-01,6888,0.20252613240418119,6.455053763440859,6.544186046511627,28.116560056858567
C6381,250,171,Google,Carousel,25-34,Female,South America,27531,5273.4,2025-01-20,9225,0.02710027100271003,21.0936,30.838596491228067,5.220730458527705
C5150,1211,276,Google,Video,55+,Other,South America,34500,9072.0,2024-07-04,6441,0.1880142834963515,7.491329479768786,32.869565217391305,3.802910052910053
C2717,643,50,Google,Carousel,35-44,Other,South America,6450,5018.4,2024-08-20,4904,0.13111745513866233,7.804665629860031,100.368,1.285270205643233
C5033,1557,296,LinkedIn,Text,45-54,Female,North America,51208,9110.4,2024-07-07,1369,1.1373265157048942,5.8512524084778414,30.778378378378378,5.620828942746751
C6173,755,441,Google,Carousel,45-54,Other,Asia,86877,9940.0,2024-07-29,2938,0.25697753573859766,13.165562913907285,22.53968253968254,8.740140845070423
C4854,717,647,LinkedIn,Text,35-44,Male,Europe,29115,7634.2,2024-09-09,5154,0.13911525029103608,10.64741980474198,11.799381761978362,3.8137591365172514
C1497,1797,246,Instagram,Image,45-54,Female,Europe,28536,5595.2,2024-04-09,3285,0.5470319634703197,3.113633834168058,22.74471544715447,5.10008578781813
C9982,1452,1265,YouTube,Video,55+,Female,South America,49335,4846.4,2024-10-12,8057,0.18021596127590914,3.3377410468319555,3.8311462450592884,10.17972103004292
C1283,764,291,Instagram,Video,55+,Other,South America,58200,3290.0,2024-03-25,9720,0.07860082304526748,4.306282722513089,11.305841924398626,17.689969604863222
C4136,1103,890,Google,Video,45-54,Female,Europe,116590,7360.0,2024-06-27,1744,0.632454128440367,6.672710788757933,8.269662921348315,15.841032608695652
C4037,1784,186,Facebook,Image,18-24,Female,South America,5952,8589.0,2024-06-22,9911,0.1800020179598426,4.814461883408072,46.17741935483871,0.6929793922458959
C7284,1804,1143,Google,Carousel,18-24,Other,Europe,99441,9270.0,2025-01-12,2978,0.6057756883814641,5.138580931263858,8.11023622047244,10.727184466019418
C6379,821,218,Facebook,Text,25-34,Female,Africa,12208,2227.2,2024-12-08,8651,0.09490232343081724,2.7127892813641896,10.216513761467889,5.481321839080461
C8219,437,218,Google,Image,35-44,Other,Europe,31828,4312.7,2024-11-12,6512,0.06710687960687961,9.868878718535468,19.78302752293578,7.380063533285413
C9424,201,130,Facebook,Image,45-54,Female,North America,11050,9918.2,2024-10-22,7701,0.026100506427736658,49.344278606965176,76.29384615384616,1.1141134480046782
C1414,1446,211,Google,Text,25-34,Other,Africa,10339,8242.5,2024-07-23,6401,0.2259022027808155,5.700207468879668,39.06398104265403,1.254352441613588
C1317,1478,921,Facebook,Text,45-54,Male,South America,160254,9270.8,2024-09-30,9572,0.15440869201838697,6.272530446549391,10.06601520086862,17.28588687060448
C5675,743,50,Instagram,Video,55+,Female,Europe,6250,3760.0,2024-06-28,9016,0.08240905057675244,5.060565275908479,75.2,1.6622340425531914
C4602,1692,1234,LinkedIn,Video,45-54,Male,South America,144378,4080.0,2024-08-18,3709,0.45618765165812886,2.4113475177304964,3.306320907617504,35.38676470588236
C8479,283,84,Facebook,Carousel,55+,Other,Asia,11928,6013.5,2024-03-10,1481,0.19108710330857528,21.249116607773853,71.58928571428571,1.9835370416562734
C9364,697,596,YouTube,Carousel,18-24,Female,Europe,111452,2121.8,2024-12-12,9775,0.07130434782608695,3.0441893830703015,3.56006711409396,52.52709963238759
C3227,933,907,Google,Video,18-24,Other,North America,109747,7507.5,2024-03-24,2648,0.3523413897280967,8.046623794212218,8.27728776185226,14.618315018315018
C2057,1629,765,Google,Video,55+,Female,Europe,31365,3893.4,2024-12-30,2001,0.8140929535232384,2.3900552486187845,5.089411764705883,8.055940822931113
C5167,114,53,LinkedIn,Video,45-54,Female,Africa,6148,9235.2,2024-07-25,3958,0.028802425467407782,81.01052631578948,174.2490566037736,0.6657137907137907
C4578,1950,691,YouTube,Video,25-34,Other,South America,29022,9643.2,2024-05-07,7171,0.2719286013108353,4.945230769230769,13.955426917510854,3.009581881533101
C1187,968,659,Instagram,Text,25-34,Other,Africa,39540,3100.8,2024-04-30,5395,0.1794253938832252,3.203305785123967,4.705311077389985,12.751547987616098
C7175,65,42,Facebook,Text,35-44,Female,South America,3066,8686.0,2024-07-30,5752,0.011300417246175243,133.63076923076923,206.8095238095238,0.3529818098088879
C4107,1780,35,LinkedIn,Text,35-44,Other,South America,3465,5850.6,2024-03-31,9498,0.1874078753421773,3.28685393258427,167.16,0.5922469490308686
C6717,787,634,Facebook,Text,18-24,Other,North America,67204,4900.0,2025-01-12,6964,0.11300976450315911,6.226175349428209,7.728706624605678,13.715102040816326
C4255,1783,216,YouTube,Carousel,25-34,Male,Asia,15552,5210.4,2024-10-31,6512,0.27380221130221133,2.922265844083006,24.12222222222222,2.9847996315062186
C9768,356,89,Google,Image,25-34,Female,Asia,4628,9610.0,2024-07-11,3775,0.0943046357615894,26.99438202247191,107.97752808988764,0.48158168574401666
C3049,689,196,Instagram,Text,55+,Other,Asia,29792,6084.0,2024-04-09,4624,0.14900519031141868,8.830188679245284,31.040816326530614,4.896778435239974
C4219,1896,128,Instagram,Carousel,18-24,Male,Africa,9728,5529.0,2025-01-06,7101,0.2670046472327841,2.9161392405063293,43.1953125,1.7594501718213058
C8974,763,318,LinkedIn,Carousel,45-54,Male,Africa,17172,10279.5,2024-12-13,9327,0.08180551088238447,13.472477064220184,32.325471698113205,1.670509266014884
C1662,1751,871,Google,Text,25-34,Female,Asia,63583,8355.6,2024-11-19,8664,0.20210064635272393,4.771901770416905,9.593111366245695,7.609627076451721
C9053,1962,464,LinkedIn,Image,55+,Male,Europe,76096,9306.0,2025-01-27,5683,0.3452401900404716,4.743119266055046,20.05603448275862,8.177090049430475
C7953,482,149,YouTube,Video,45-54,Male,North America,16539,3895.0,2024-05-27,9163,0.0526028593255484,8.08091286307054,26.140939597315437,4.246213093709884
C6725,519,460,LinkedIn,Video,35-44,Male,Europe,77280,9052.8,2024-08-26,3604,0.14400665926748057,17.442774566473986,19.68,8.536585365853659
C7311,255,237,YouTube,Carousel,35-44,Female,Asia,21330,4089.1,2024-10-16,4722,0.05400254129606099,16.035686274509803,17.253586497890296,5.216306766770194
C2621,83,31,Google,Text,55+,Male,Africa,3131,4128.0,2025-01-12,3990,0.02080200501253133,49.734939759036145,133.16129032258064,0.7584786821705426
C2740,1315,264,Google,Image,45-54,Male,Europe,26400,9453.6,2024-09-16,7540,0.17440318302387267,7.189049429657795,35.80909090909091,2.7925869510027925
C2099,765,486,Instagram,Text,18-24,Male,Europe,91854,3084.6,2024-05-16,5158,0.14831329972857696,4.032156862745098,6.346913580246913,29.77825325812099
C1084,182,23,LinkedIn,Video,18-24,Female,North America,3726,7779.4,2024-05-08,7054,0.025800963992061242,42.74395604395604,338.23478260869564,0.4789572460601075
C6744,605,308,YouTube,Text,35-44,Male,South America,40964,7766.4,2024-08-17,5978,0.10120441619270659,12.837024793388428,25.215584415584413,5.274515863205604
C7831,305,104,LinkedIn,Carousel,45-54,Female,Africa,5616,6693.0,2024-05-12,8402,0.036300880742680314,21.944262295081966,64.35576923076923,0.8390856118332586
C5824,1919,1388,YouTube,Video,25-34,Other,Asia,145740,5510.5,2024-09-01,1674,1.1463560334528076,2.871547681083898,3.9701008645533142,26.447690772162236
C5104,180,84,Facebook,Text,45-54,Other,South America,9576,4781.7,2024-02-12,5099,0.035301039419494015,26.564999999999998,56.925,2.002635046113307
C4023,593,132,LinkedIn,Image,25-34,Female,North America,4224,9030.0,2024-10-06,6094,0.09730882835575977,15.227655986509275,68.4090909090909,0.4677740863787375
C9157,910,804,YouTube,Carousel,55+,Other,Asia,77988,8467.2,2024-04-02,1040,0.875,9.304615384615385,10.53134328358209,9.210600907029479
C3302,1852,904,Instagram,Video,45-54,Female,North America,169952,7262.4,2024-10-16,2742,0.675419401896426,3.9213822894168464,8.03362831858407,23.401630315047367
C2103,525,193,Google,Text,18-24,Male,Europe,28564,4792.2,2024-06-14,6653,0.07891176912670976,9.128,24.830051813471503,5.960519176995952
C8033,233,94,Google,Video,25-34,Female,Europe,15322,3780.0,2024-04-29,5010,0.04650698602794411,16.223175965665234,40.212765957446805,4.053439153439154
C7315,883,407,YouTube,Video,45-54,Female,Asia,66748,5975.5,2024-12-19,5361,0.1647080768513337,6.76727066817667,14.681818181818182,11.170278637770897
C8114,717,341,Facebook,Text,18-24,Male,Europe,21483,7287.0,2024-03-31,4864,0.1474095394736842,10.163179916317992,21.36950146627566,2.9481268011527377
C9125,569,186,Instagram,Carousel,35-44,Female,Asia,25668,6956.4,2024-02-12,8918,0.06380354339538014,12.225659050966607,37.4,3.6898395721925135
C4469,384,172,Facebook,Text,55+,Male,Europe,20124,2592.0,2024-05-07,5378,0.0714020081814801,6.75,15.069767441860465,7.763888888888889
C1444,1520,305,Instagram,Image,18-24,Female,Europe,57340,7910.0,2024-06-18,2049,0.741825280624695,5.203947368421052,25.934426229508198,7.249051833122629
C5373,533,357,YouTube,Video,45-54,Other,South America,68187,2976.0,2024-07-27,1919,0.2777488275143304,5.583489681050657,8.336134453781513,22.912298387096776
C2284,1345,270,Instagram,Video,55+,Male,North America,19170,8662.5,2025-02-05,6609,0.20351036465425934,6.440520446096654,32.083333333333336,2.212987012987013
C5932,1356,837,Facebook,Text,45-54,Male,South America,32643,9412.0,2024-07-05,7088,0.19130925507900678,6.941002949852507,11.244922341696535,3.468232044198895
C1269,1633,653,LinkedIn,Carousel,35-44,Male,Europe,85543,10067.2,2024-09-27,2001,0.8160919540229885,6.164849969381507,15.416845329249618,8.49719882390337
C8433,725,584,Facebook,Carousel,35-44,Female,Asia,98696,9388.8,2024-08-20,9877,0.07340285511795079,12.950068965517241,16.076712328767123,10.51209952283572
C4957,470,38,Facebook,Carousel,18-24,Other,South America,6232,2410.2,2024-06-27,8103,0.0580032086881402,5.128085106382978,63.426315789473676,2.585677537133848
C6303,1513,1512,Google,Text,35-44,Male,Asia,175392,9999.0,2024-10-14,8942,0.16920152091254753,6.608724388631857,6.613095238095238,17.540954095409543
C6667,1877,315,Instagram,Image,18-24,Female,North America,34965,4420.0,2024-06-21,6967,0.2694129467489594,2.3548215237080448,14.031746031746032,7.910633484162896
C3885,561,10,YouTube,Video,35-44,Female,Africa,1540,3486.5,2024-07-19,1258,0.44594594594594594,6.214795008912656,348.65,0.44170371432668865
C7293,1899,307,Google,Text,18-24,Other,Europe,52497,4361.0,2024-06-04,9359,0.2029062934074153,2.2964718272775144,14.205211726384364,12.037835358862646
C1214,1485,1405,Instagram,Carousel,18-24,Female,North America,126450,7477.8,2024-05-05,3618,0.41044776119402987,5.035555555555556,5.322277580071175,16.910053759127017
C3571,1889,340,Instagram,Video,45-54,Female,Asia,28220,2621.4,2024-10-13,9521,0.19840352904106712,1.387718369507676,7.71,10.765239948119325
C9108,401,258,Google,Text,55+,Female,Asia,33540,8018.0,2024-10-29,5728,0.07000698324022346,19.99501246882793,31.07751937984496,4.183088051883263
C6011,1060,258,YouTube,Text,45-54,Other,Asia,36636,2570.4,2024-05-04,5226,0.20283199387677,2.4249056603773584,9.96279069767442,14.253034547152193
C7131,1429,692,Facebook,Carousel,25-34,Female,North America,125944,7161.0,2024-12-06,9979,0.14320072151518187,5.011196641007698,10.348265895953757,17.587487781036167
C9947,227,173,Google,Carousel,55+,Female,Africa,6401,8044.3,2024-05-27,9578,0.02370014616830236,35.43744493392071,46.498843930635836,0.7957187076563529
C5359,319,163,Instagram,Text,55+,Male,North America,25428,7811.1,2024-03-06,1812,0.17604856512141281,24.486206896551725,47.92085889570552,3.25536736183124
C9481,434,362,Instagram,Video,45-54,Female,North America,11946,8167.4,2024-12-16,9434,0.04600381598473606,18.81889400921659,22.561878453038673,1.4626441707275266
C6120,1733,1229,LinkedIn,Text,25-34,Female,South America,106923,6282.2,2024-05-15,6254,0.2771026543012472,3.6250432775533756,5.111635475996745,17.019992996084174
C9158,189,154,LinkedIn,Image,18-24,Female,North America,29876,5116.8,2025-01-30,7105,0.026600985221674877,27.073015873015873,33.225974025974025,5.83880550343965
C8696,1207,306,Instagram,Video,35-44,Male,South America,22644,3811.5,2024-08-14,6007,0.20093224571333446,3.1578293289146644,12.455882352941176,5.9409681227863045
C5073,587,438,LinkedIn,Carousel,45-54,Female,South America,79716,2116.8,2024-09-21,6640,0.08840361445783132,3.606132879045997,4.832876712328767,37.65873015873016
C6703,1429,289,Google,Video,35-44,Female,Africa,40460,5145.0,2024-11-05,8100,0.17641975308641974,3.600419874037789,17.802768166089965,7.863945578231292
C8955,537,50,Google,Text,25-34,Other,Africa,2700,6537.8,2024-08-10,9210,0.05830618892508143,12.174674115456238,130.756,0.41298296062895773
C5956,1491,1467,LinkedIn,Video,45-54,Other,North America,281664,5180.0,2024-02-26,9058,0.16460587326120557,3.4741784037558685,3.531015678254942,54.37528957528958
C9257,1510,1293,Instagram,Carousel,45-54,Other,North America,98268,6999.2,2024-09-23,6511,0.2319152203962525,4.63523178807947,5.413147718484145,14.039890273174077
C5172,1056,589,Google,Image,35-44,Male,North America,54188,9365.4,2025-01-02,9679,0.10910217997727038,8.86875,15.90050933786078,5.785978174984518
C6616,1592,497,Google,Carousel,18-24,Other,Europe,55167,4742.1,2024-05-06,6347,0.25082716243894754,2.978706030150754,9.541448692152919,11.633453533244763
C4901,235,14,Facebook,Image,35-44,Male,Africa,2282,9329.6,2024-03-27,6250,0.0376,39.700425531914895,666.4,0.24459783913565425
C3460,1265,21,Google,Video,45-54,Other,Africa,2835,5844.8,2024-10-29,7278,0.17381148667216267,4.620395256916996,278.32380952380953,0.48504653709280043
C1550,1692,1396,Google,Image,18-24,Other,North America,83760,3190.0,2024-07-06,8430,0.200711743772242,1.8853427895981087,2.2851002865329515,26.25705329153605
C9385,1375,174,Google,Carousel,35-44,Other,North America,19836,8078.4,2024-03-15,7821,0.17580872011251758,5.8751999999999995,46.42758620689655,2.4554367201426026
C7499,146,50,Instagram,Carousel,45-54,Female,South America,3700,2842.1,2024-08-12,3812,0.03830010493179433,19.46643835616438,56.842,1.3018542626930791
C3295,1644,1252,LinkedIn,Carousel,18-24,Male,North America,57592,4248.6,2024-03-17,5963,0.2757001509307396,2.584306569343066,3.393450479233227,13.555524172668642
C3899,958,573,LinkedIn,Video,55+,Other,North America,72198,7272.6,2024-10-16,8944,0.10711091234347048,7.5914405010438415,12.69214659685864,9.927398729477765
C2428,260,30,LinkedIn,Carousel,35-44,Other,Asia,5460,2322.6,2024-04-24,2120,0.12264150943396226,8.933076923076923,77.42,2.3508137432188065
C3410,1291,392,Google,Text,45-54,Other,Europe,23520,2538.2,2025-01-15,9795,0.1318019397651863,1.9660728117738187,6.475,9.266409266409267
C2682,1777,964,LinkedIn,Video,35-44,Female,Europe,68444,6835.5,2024-07-05,4752,0.3739478114478115,3.846651660101294,7.090767634854772,10.013020261868188
C1149,1771,47,LinkedIn,Image,45-54,Female,Europe,1645,2464.4,2024-12-15,6909,0.2563323201621074,1.3915302089215134,52.43404255319149,0.6675052751176757
C3731,898,266,LinkedIn,Carousel,35-44,Other,Asia,33250,5762.4,2024-12-01,9889,0.0908079684497927,6.416926503340757,21.66315789473684,5.770165208940719
C8833,956,640,YouTube,Video,35-44,Female,North America,99200,4257.0,2025-01-21,7966,0.12001004268139594,4.452928870292887,6.6515625,23.302795395818652
C3638,1880,1223,LinkedIn,Carousel,25-34,Male,North America,99063,3802.4,2024-07-27,2058,0.9135082604470359,2.022553191489362,3.1090760425183976,26.052756154007994
C4338,292,256,YouTube,Text,55+,Female,Europe,48896,7549.5,2024-06-03,4576,0.06381118881118882,25.85445205479452,29.490234375,6.476720312603484
C6752,388,141,YouTube,Video,35-44,Female,Africa,26226,5434.0,2024-05-29,8818,0.044000907235200726,14.005154639175258,38.53900709219858,4.826278984173721
C3932,571,417,Google,Carousel,45-54,Male,Asia,57963,7622.0,2024-03-19,2012,0.2837972166998012,13.348511383537653,18.27817745803357,7.6046969299396485
C5539,1893,1374,Google,Image,55+,Other,South America,193734,2904.6,2024-03-19,2120,0.8929245283018868,1.5343898573692552,2.1139737991266374,66.69902912621359
C3363,1324,740,Facebook,Carousel,35-44,Female,North America,59940,7575.0,2024-06-28,9573,0.1383056513109788,5.721299093655589,10.236486486486486,7.912871287128713
C7188,1464,349,Facebook,Video,45-54,Other,North America,21638,6344.8,2024-11-28,2624,0.5579268292682927,4.333879781420765,18.179942693409743,3.4103517841381916
C3702,665,561,Instagram,Carousel,55+,Male,South America,33099,9422.4,2024-02-16,7074,0.09400621996041843,14.169022556390978,16.79572192513369,3.5127992868059095
C9268,955,544,Instagram,Text,35-44,Other,South America,75616,3822.0,2025-02-07,5523,0.17291327177258736,4.002094240837696,7.025735294117647,19.784406070120355
C2970,684,211,Google,Carousel,18-24,Other,North America,11605,6128.5,2024-05-24,5762,0.1187087816730302,8.959795321637428,29.045023696682463,1.8936118136575018
C6942,838,682,Instagram,Text,45-54,Female,North America,75702,5491.0,2024-09-13,3529,0.23746103712099745,6.552505966587113,8.051319648093841,13.786559825168457
C6297,1793,1058,YouTube,Text,18-24,Other,North America,86756,8750.0,2024-02-28,5501,0.3259407380476277,4.880089235917457,8.2703213610586,9.914971428571429
C9090,1571,1052,YouTube,Video,55+,Male,Asia,143072,5912.2,2024-08-10,2253,0.6972924988903684,3.7633354551241247,5.619961977186311,24.19945198065018
C3450,200,77,Facebook,Carousel,55+,Other,Asia,13552,8898.4,2024-08-17,7751,0.02580312217778351,44.492,115.56363636363636,1.5229704216488358
C9143,577,166,LinkedIn,Image,18-24,Other,North America,13446,4530.0,2025-01-11,8510,0.06780258519388954,7.8509532062391685,27.289156626506024,2.9682119205298014
C7579,1584,710,LinkedIn,Video,18-24,Male,Europe,58220,9030.7,2025-01-06,3327,0.47610459873760147,5.7011994949494955,12.719295774647888,6.446897804156931
C2635,1517,719,Instagram,Video,45-54,Male,Asia,114321,10098.0,2024-09-06,2827,0.5366112486735055,6.656558998022413,14.044506258692628,11.321152703505645
C9636,1101,1076,YouTube,Video,45-54,Other,Asia,76396,3420.0,2024-12-06,4170,0.26402877697841726,3.106267029972752,3.1784386617100373,22.33801169590643
C5359,1322,1147,Facebook,Video,35-44,Other,South America,153698,4797.5,2024-11-28,5328,0.24812312312312312,3.6289712556732225,4.182650392327812,32.037102657634186
C6827,911,508,YouTube,Video,55+,Male,Europe,101092,2494.8,2024-09-06,3311,0.2751434611899728,2.7385290889132823,4.911023622047244,40.521083854417185
C7162,225,17,YouTube,Image,18-24,Other,South America,1989,7498.4,2025-01-20,1968,0.11432926829268293,33.32622222222222,441.08235294117645,0.26525658807212205
C9487,392,73,LinkedIn,Image,25-34,Male,Europe,12410,5557.5,2024-06-14,6251,0.06270996640537514,14.177295918367347,76.13013698630137,2.2330184435447595
C1404,1943,186,LinkedIn,Image,45-54,Female,Europe,18786,4771.2,2025-01-18,7241,0.2683331031625466,2.455584148224395,25.651612903225807,3.9373742454728373
C7167,1314,684,Google,Carousel,55+,Male,Africa,82080,3682.2,2024-05-14,8605,0.1527019174898315,2.802283105022831,5.383333333333333,22.291021671826627
C5765,347,151,YouTube,Image,55+,Female,South America,14798,2070.0,2024-11-29,7559,0.04590554306125149,5.965417867435159,13.708609271523178,7.148792270531401
C8598,1285,664,Google,Video,25-34,Other,Europe,21248,4934.4,2024-06-21,9779,0.13140402904182433,3.84,7.431325301204819,4.306095979247731
C7285,1202,691,LinkedIn,Carousel,25-34,Male,Europe,102959,8426.5,2025-01-31,4102,0.2930277913213067,7.010399334442596,12.19464544138929,12.218477422417374
C8511,904,887,Instagram,Carousel,18-24,Female,Africa,163208,7938.0,2024-05-09,3920,0.23061224489795917,8.780973451327434,8.949267192784667,20.56034265558075
C6999,1334,19,Instagram,Text,55+,Other,Asia,3648,9251.6,2024-05-06,7778,0.17150938544613012,6.9352323838080965,486.9263157894737,0.39431017337541613
C7645,777,201,Instagram,Image,35-44,Male,Africa,22713,6469.9,2024-12-12,1695,0.4584070796460177,8.326769626769627,32.188557213930345,3.510564305476128
C5782,408,321,Facebook,Image,25-34,Female,South America,21186,6489.3,2025-01-30,2855,0.14290718038528896,15.90514705882353,20.21588785046729,3.264758910822431
C7738,1395,177,Facebook,Video,55+,Other,Africa,13452,3570.0,2024-09-03,4280,0.32593457943925236,2.5591397849462365,20.16949152542373,3.7680672268907562
